scenario,factor_a,factor_b,state_a,state_b,observations,down_pct,flat_pct,up_pct,outcome_separation,mean_return_5d,median_return_5d
TREND_UP,relative_strength,trend_score,HIGH,HIGH,1419,46.22973925299507,14.869626497533476,38.90063424947146,31.36011275546159,-0.2353579985905567,-0.1685
CHOPPY,intelligence_score,relative_strength,HIGH,HIGH,453,46.13686534216336,14.79028697571744,39.0728476821192,31.34657836644592,-0.31758675496688743,-0.2686
TREND_DOWN,change_pct,liquidity_score,HIGH,HIGH,1289,43.366951124903025,12.645461598138091,43.987587276958884,31.342125678820793,0.1567456167571761,0.0563
TREND_UP,intelligence_score,trend_score,LOW,HIGH,699,48.21173104434907,16.88125894134478,34.90701001430615,31.330472103004293,-0.3874802575107296,-0.34
CHOPPY,change_pct,trend_score,LOW,LOW,396,43.43434343434344,12.626262626262626,43.93939393939394,31.313131313131315,0.039348737373737404,-0.0566
LOW_VOL,change_pct,liquidity_score,LOW,HIGH,246,39.43089430894309,14.634146341463413,45.9349593495935,31.300813008130078,0.11671463414634145,0.23435
CHOPPY,intelligence_score,relative_strength,HIGH,LOW,307,46.579804560260584,15.309446254071663,38.11074918566775,31.27035830618892,-0.28385700325732904,-0.2836
TREND_UP,trend_score,momentum_score,HIGH,LOW,1001,45.654345654345654,14.385614385614387,39.960039960039964,31.268731268731266,-0.1835030969030969,-0.1698
TREND_UP,intelligence_score,liquidity_score,HIGH,HIGH,1596,44.17293233082707,12.907268170426065,42.91979949874687,31.26566416040101,-0.04719692982456146,0.03745
CHOPPY,trend_score,momentum_score,HIGH,HIGH,503,45.52683896620278,14.314115308151093,40.15904572564612,31.21272365805169,-0.3223745526838967,-0.2137
TREND_DOWN,intelligence_score,relative_strength,HIGH,HIGH,1232,41.396103896103895,13.717532467532468,44.88636363636363,31.16883116883117,0.2784021103896103,0.17045
TREND_DOWN,change_pct,momentum_score,HIGH,HIGH,1751,43.689320388349515,12.62135922330097,43.689320388349515,31.06796116504854,0.09913632210165615,0.022
TREND_UP,momentum_score,volatility_score,HIGH,LOW,1103,44.061650045330914,13.055303717135086,42.883046237534,31.00634632819583,0.04097969174977335,0.0553
TREND_UP,change_pct,trend_score,LOW,LOW,823,37.18104495747266,15.91737545565006,46.901579586877276,30.984204131227223,0.42150400972053464,0.2864
CHOPPY,relative_strength,momentum_score,LOW,LOW,610,44.91803278688525,13.934426229508196,41.147540983606554,30.98360655737705,-0.053584098360655676,-0.1187
FLAT,relative_strength,momentum_score,HIGH,HIGH,126,40.476190476190474,14.285714285714285,45.23809523809524,30.952380952380953,0.22655317460317462,0.3882
TREND_UP,momentum_score,liquidity_score,LOW,HIGH,1201,42.298084929225645,13.40549542048293,44.296419650291426,30.89092422980849,0.03786636136552874,0.0359
TREND_DOWN,relative_strength,momentum_score,HIGH,HIGH,1559,44.06670942912123,13.213598460551633,42.71969211032713,30.853110968569595,0.04572706863373958,0.0079
