global_ic,regime_ic,shrunk_ic,regime_days,icir,direction,source,weight,window,regime,factor
0.0020295192409122927,0.0020295192409122927,0.0020295192409122927,8,1.1398543330496786,1,GLOBAL_FALLBACK,0.024714013503502982,1,HIGH_VOL_UP,relative_strength
0.035571223358785625,0.035571223358785625,0.035571223358785625,8,1.5300696266931038,1,GLOBAL_FALLBACK,0.45,1,HIGH_VOL_UP,trend_score
0.013965564773548548,0.013965564773548548,0.013965564773548548,8,1.0924682334729652,1,GLOBAL_FALLBACK,0.1629926696450621,1,HIGH_VOL_UP,momentum_score
0.009525487862764484,0.009525487862764484,0.009525487862764484,8,0.7177067515955138,1,GLOBAL_FALLBACK,0.07303566902200262,1,HIGH_VOL_UP,volatility_score
0.04096314707082248,0.04096314707082248,0.040963147070822485,8,0.6609837511727665,1,GLOBAL_FALLBACK,0.28925764782943236,1,HIGH_VOL_UP,liquidity_score
0.0020295192409122927,0.02184198182607391,0.009834428744157778,26,0.6314418556600315,1,REGIME,0.08839833824766637,1,HIGH_VOL_DOWN,relative_strength
0.035571223358785625,0.022489073390505123,0.030417649128856944,26,0.36174401567134656,1,REGIME,0.15663492311069802,1,HIGH_VOL_DOWN,trend_score
0.013965564773548548,0.036705712520387075,0.02292380479503039,26,1.1824481014032506,1,REGIME,0.3858605569904528,1,HIGH_VOL_DOWN,momentum_score
0.009525487862764484,-0.037442826526106344,-0.008977181441942206,26,1.5304294671130116,-1,REGIME,0.19557571156842626,1,HIGH_VOL_DOWN,volatility_score
0.04096314707082248,0.01224694367031151,0.029650703306984827,26,0.4111299800110865,1,REGIME,0.17353047008275665,1,HIGH_VOL_DOWN,liquidity_score
0.0020295192409122927,0.0020295192409122927,0.0020295192409122927,1,0.0,1,GLOBAL_FALLBACK,0.01988653557620403,1,TREND_DOWN,relative_strength
0.035571223358785625,0.035571223358785625,0.035571223358785625,1,0.0,1,GLOBAL_FALLBACK,0.34854973757016994,1,TREND_DOWN,trend_score
0.013965564773548548,0.013965564773548548,0.013965564773548548,1,0.0,1,GLOBAL_FALLBACK,0.1368435908920546,1,TREND_DOWN,momentum_score
0.009525487862764484,0.009525487862764484,0.009525487862764484,1,0.0,1,GLOBAL_FALLBACK,0.09333686000356177,1,TREND_DOWN,volatility_score
0.04096314707082248,0.04096314707082248,0.04096314707082248,1,0.0,1,GLOBAL_FALLBACK,0.4013832759580097,1,TREND_DOWN,liquidity_score
-0.0009007853536196841,-0.04586569432993511,-0.017762626219737968,24,1.5220110909629667,-1,REGIME,0.3289052212509635,2,SIDEWAYS,relative_strength
0.033767815470974495,-0.0030312950829955534,0.019968149013235726,24,0.0708510017750669,1,REGIME,0.02429313606171608,2,SIDEWAYS,trend_score
0.009285514913817936,-0.031998077340642805,-0.006195832181604842,24,0.8980991665730161,-1,REGIME,0.06769704516933998,2,SIDEWAYS,momentum_score
-0.0030423462437394523,0.0435289162895934,0.014421877206260366,24,1.0956740821014115,1,REGIME,0.19224230088325778,2,SIDEWAYS,volatility_score
0.021682831854846887,0.03542795511798757,0.026837253078524644,24,1.1848750931769858,1,REGIME,0.3868622966347227,2,SIDEWAYS,liquidity_score
-0.0009007853536196841,0.03379002412501068,0.014245906108880897,31,1.1939478018653913,1,REGIME,0.2191923609092773,2,TREND_UP,relative_strength
0.033767815470974495,0.07591692468463311,0.0521709476628536,31,2.9423866570483916,1,REGIME,0.45,2,TREND_UP,trend_score
0.009285514913817936,0.031169334252446147,0.018840421948993633,31,1.1411224236964592,1,REGIME,0.2770593819092816,2,TREND_UP,momentum_score
-0.0030423462437394523,-0.013115014567954742,-0.007440271850086972,31,0.47440875784503794,-1,REGIME,0.04548744024902078,2,TREND_UP,volatility_score
0.021682831854846887,-0.026515787967580546,0.0006383640450546291,31,1.00416385176799,1,REGIME,0.008260816932420405,2,TREND_UP,liquidity_score
-0.0009007853536196841,-0.0009007853536196841,-0.0009007853536196841,9,1.012615830100765,-1,GLOBAL_FALLBACK,0.014410253445189381,2,LOW_VOL,relative_strength
0.033767815470974495,0.033767815470974495,0.033767815470974495,9,0.49855527033433666,1,GLOBAL_FALLBACK,0.26596339509719913,2,LOW_VOL,trend_score
0.009285514913817936,0.009285514913817936,0.009285514913817936,9,1.2990108305403991,1,GLOBAL_FALLBACK,0.19055675763312735,2,LOW_VOL,momentum_score
-0.0030423462437394523,-0.0030423462437394523,-0.0030423462437394527,9,1.7040982336983546,-1,GLOBAL_FALLBACK,0.08190470600235478,2,LOW_VOL,volatility_score
0.021682831854846887,0.021682831854846887,0.021682831854846887,9,1.3054074953714805,1,GLOBAL_FALLBACK,0.44716488782212943,2,LOW_VOL,liquidity_score
-0.0009007853536196841,-0.0009007853536196841,-0.0009007853536196841,8,1.1398543330496786,-1,GLOBAL_FALLBACK,0.020397022489419388,2,HIGH_VOL_UP,relative_strength
0.033767815470974495,0.033767815470974495,0.033767815470974495,8,1.5300696266931038,1,GLOBAL_FALLBACK,0.4499999999999999,2,HIGH_VOL_UP,trend_score
0.009285514913817936,0.009285514913817936,0.009285514913817936,8,1.0924682334729652,1,GLOBAL_FALLBACK,0.2015166400873043,2,HIGH_VOL_UP,momentum_score
-0.0030423462437394523,-0.0030423462437394523,-0.0030423462437394527,8,0.7177067515955138,-1,GLOBAL_FALLBACK,0.04337622715975242,2,HIGH_VOL_UP,volatility_score
