scenario,factor,horizon_days,global_oos_fold_count,oos_fold_count,oos_finite_ic_folds,regime_total_dates,regime_oos_dates,oos_usable_dates,mean_stocks_per_date,oos_mean_ic,oos_ic_std,oos_icir,oos_positive_ic_fold_pct,mean_top_quintile_return,mean_bottom_quintile_return,mean_quintile_spread,positive_spread_fold_pct,bootstrap_95ci_low,bootstrap_95ci_high,raw_sign_test_p_value,adjusted_p_value,evidence_classification
HIGH_VOL,volatility_score,1,7,1,1,5,5,5,49.0,-0.012173222345815471,,,0.0,0.15707400000000005,0.4914088888888889,-0.33433488888888885,0.0,-0.33433488888888885,-0.33433488888888885,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,volatility_score,5,7,1,1,5,5,5,49.0,-0.11555186488029409,,,0.0,2.260042,3.422268888888889,-1.162226888888889,0.0,-1.162226888888889,-1.162226888888889,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,volatility_score,10,7,1,1,5,5,5,49.0,0.06178706403540557,,,100.0,4.600099999999999,2.913551111111111,1.686548888888889,100.0,1.686548888888889,1.686548888888889,1.0,1.0,TEMPORALLY_INADEQUATE
HIGH_VOL,volatility_score,20,7,1,1,5,5,5,49.0,0.04570517783245056,,,100.0,4.283518,3.9450466666666673,0.33847133333333324,100.0,0.33847133333333324,0.33847133333333324,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,change_pct,1,7,1,1,18,2,2,49.0,-0.02206809295500079,,,0.0,-1.77943,-1.9644355555555557,0.18500555555555553,100.0,0.18500555555555553,0.18500555555555553,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,change_pct,5,7,1,1,18,2,2,49.0,-0.03849840611704038,,,0.0,-1.3237599999999998,-1.3258027777777777,0.002042777777777699,100.0,0.002042777777777699,0.002042777777777699,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,change_pct,10,7,1,1,18,2,2,49.0,-0.09817569320493855,,,0.0,0.3026,-0.02221722222222211,0.32481722222222187,100.0,0.32481722222222187,0.32481722222222187,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,change_pct,20,7,1,1,18,2,2,49.0,-0.056946803512148585,,,0.0,0.5490449999999996,0.5945383333333335,-0.04549333333333383,0.0,-0.04549333333333383,-0.04549333333333383,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,intelligence_score,1,7,1,1,18,2,2,49.0,-0.10428212436082702,,,0.0,-2.3000000000000003,-1.4505111111111109,-0.8494888888888893,0.0,-0.8494888888888893,-0.8494888888888893,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,intelligence_score,5,7,1,1,18,2,2,49.0,-0.005602774160656909,,,0.0,-0.029514999999999958,0.043366666666666775,-0.07288166666666651,0.0,-0.07288166666666651,-0.07288166666666651,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,intelligence_score,10,7,1,1,18,2,2,49.0,-0.08106675828480943,,,0.0,0.845485,1.7972722222222222,-0.9517872222222221,0.0,-0.9517872222222221,-0.9517872222222221,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,intelligence_score,20,7,1,1,18,2,2,49.0,-0.1011490746897026,,,0.0,2.290545,3.9667499999999993,-1.6762049999999997,0.0,-1.6762049999999997,-1.6762049999999997,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,liquidity_score,1,7,1,1,18,2,2,49.0,0.02979719784044299,,,100.0,-1.384371923076923,-1.376313068181818,-0.008058854895104772,0.0,-0.008058854895104772,-0.008058854895104772,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,liquidity_score,5,7,1,1,18,2,2,49.0,0.06088583141073158,,,100.0,0.5043257692307691,-0.3877761363636363,0.8921019055944054,100.0,0.8921019055944054,0.8921019055944054,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,liquidity_score,10,7,1,1,18,2,2,49.0,0.048912701271360035,,,100.0,1.5466684615384616,1.7923306818181817,-0.24566222027971962,0.0,-0.24566222027971962,-0.24566222027971962,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,liquidity_score,20,7,1,1,18,2,2,49.0,-0.06061318301354407,,,0.0,2.5484996153846153,3.3501517045454543,-0.8016520891608394,0.0,-0.8016520891608394,-0.8016520891608394,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,momentum_score,1,7,1,1,18,2,2,49.0,-0.06716845520431983,,,0.0,-1.8567749999999998,-1.8425833333333332,-0.014191666666666602,0.0,-0.014191666666666602,-0.014191666666666602,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,momentum_score,5,7,1,1,18,2,2,49.0,0.03546009608864161,,,100.0,-0.71357,-2.227938888888889,1.514368888888889,100.0,1.514368888888889,1.514368888888889,1.0,1.0,TEMPORALLY_INADEQUATE
LOW_VOL,momentum_score,10,7,1,1,18,2,2,49.0,-0.062451874329843886,,,0.0,0.5332350000000001,-1.2923499999999994,1.8255849999999993,100.0,1.8255849999999993,1.8255849999999993,1.0,1.0,TEMPORALLY_INADEQUATE
