trade_date,candidate,scenario_id,primary_scenario,fingerprint,spread
2026-06-05,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,-0.7645222222222223
2026-06-08,TRACK_B_BASELINE_FAILURE,UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,-1.5083599999999997
2026-06-08,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,-3.43039
2026-06-08,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_28,TREND_DOWN,17c4bc482d33330e,-2.381355555555556
2026-06-09,TRACK_B_BASELINE_FAILURE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,4.0733999999999995
2026-06-09,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,2.48857
2026-06-09,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_20,TREND_DOWN,d59364ccfbbaa9f5,-1.0355333333333334
2026-06-10,TRACK_B_BASELINE_FAILURE,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,-0.4352500000000008
2026-06-10,TRACK_B_CONDITIONAL_SCORE,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,-2.1267200000000006
2026-06-10,TRACK_B_FACTOR_AGREEMENT,UNEXPLORED_21,TREND_DOWN,e3647c9a4d3c5632,-0.724655555555556
